sentence_id	sentence	sentiment	topic
14711	"Just so poorly written, i can only say ""don't waste your time!"""	negative	book
14712	Have always loved these stories and hope they will endure.	positive	book
14713	Make believe is something we all need in these tense times.	positive	book
14714	This tale had everything, something historical, lots of action, characters with a sense of cooperation, imagination, and a unique way of making do with what they found.	positive	book
14715	Plus i found the fate of captain nemo.	positive	book
14716	This book was great!!!	positive	book
14717	This book made you laugh, cry, and laugh again.	positive	book
14718	Such a heartfelt story about dane and solange.	positive	book
14719	Definitely a must read!	positive	book
14720	Some interesting stories, most of which i had read 40 years ago.	positive	book
14721	I didn't remember some of them, but the book i bought it for 'vortex blaster' was incomplete.	positive	book
14722	I went to gnome press and downloaded a longer version free of charge.	positive	book
14723	I enjoyed this book.	positive	book
14724	Fun read, sexy book.	positive	book
14725	It's an easy book to read the characters were enjoyable and fun to get to know.	positive	book
14726	I was hoping to find some great ideas here, but i was disappointed.	negative	book
14727	Sounds like a sales speech that was transcribed with multiple references to what they (chargan) can do for you.	negative	book
14728	It talks about smashwords only.	negative	book
14729	Definitely dated in its information.	negative	book
14730	A non-indexed collection of a top grade (excellent, but not world class) author.	neutral	book
14731	It despertly needs an index.	neutral	book
14732	Each story is worth reading.	neutral	book
14733	It's too bad you cannot go back to one you particularly liked without having book-marked it befroe reading.	neutral	book
14734	The series gets old fast and there is too much dialog.	negative	book
14735	The editing of the book is poor with misspelled words, incorrect technical terms used for velocity and distance and use of wrong words.	negative	book
14736	No one ever dies they can be 75% blown away and be recreated by nano technology.	negative	book
14737	It starts getting too farfetched for my tastes.	negative	book
14738	This book started off great then it was just annoying.	negative	book
14739	It was the same thing over and over ...mistake/ forgive... another mistake/ forgive and yet another mistake/ forgive.	negative	book
14740	Fool me once shame on you...fool me twice shame on me...( what about).fool me three times...?	negative	book
14741	Well written short story that may come across as a teaser for other books of the author but can easily stand on its own.	positive	book
14742	Gory entertainment for readers with a preference for the perverted variety of killers.	positive	book
14743	I liked this book and i guess i am waiting for the second installment to fully enjoy this good, its a good read.	neutral	book
14744	So far i all the books in this series has followed smoothly right into the next.	positive	book
14745	Not a series to be read out of order though.	positive	book
14746	I like this series so far.	positive	book
14747	This is a well written & very interesting accounting of the holocaust as seen through the eyes of a child.	positive	book
14748	Should.	positive	book
14749	E required reading for all american history classes.	positive	book
14750	The seller provided in record time & in excellent condition.	positive	book
14751	Serial was just a thrill ride seeker.	positive	book
14752	It belong with the icons of stephen king and wes craven.	positive	book
14753	This is just a good horror story.	positive	book
14754	Guarantee to make you think twice before you embark on another journey to the unknown.	positive	book
14755	This starts out with m/f and m/f/f scenes that are not mentioned in the description.	negative	book
14756	The actual m/m section is so juvenile as to be unacceptable.	negative	book
14757	It's difficult to accept that this author has had any kind of sex with any kind of person.	negative	book
14758	I returned it.	negative	book
14759	I was hoping to get ideas for greeting cards.	neutral	book
14760	I like to create personal greeting cards.	neutral	book
14761	I was hoping to uses a quote as part of the greeting.	neutral	book
14762	It didn't work for what me.	neutral	book
14763	I really shouldn't rate this book since i could only get through very little of it.	negative	book
14764	How freaking boring!!!	negative	book
14765	I just had to give up completely.	negative	book
14766	Lorelei delivered another great one.	positive	book
14767	Ten years later, teenage love has matured, but needs a little nurturing.	positive	book
14768	There are life changes as well, all for the better.	positive	book
14769	I was really looking forward to a good book.	negative	book
14770	I have enjoyed reading different takes on hatshepsut and this started all right.	negative	book
14771	It started with her childhood, but as she got older things got a little uncomfortable for me with the way thoughts and descriptions of hatshepsuts sex life were discribed.	negative	book
14772	I have read books that refer to characters relationships and they have been written so they weren't offensive to me, but this was pushing my limits.	negative	book
14773	This book had the potential of being great, too much time spent on west's parents, more time should have been spent on developing west and soleil's relationship.	positive	book
14774	A good story, but it just didn't have the wow factor!	positive	book
14775	A journey of what was, what is, and what can be invisioned by different authors.	positive	book
14776	Can be very entertaining and deep.	positive	book
14777	The novel's story began well, but then it just starts to drag.	negative	book
14778	I did not finish reading the novel because it became tedious.	negative	book
14779	The author could reduce the length by 25%, and it would take nothing away from the plot.	negative	book
14780	I have read 100's of sci fi novels and am trying to broaden my reading horizons.	neutral	book
14781	I liked the characters in the amazon's curse, but they needed to be developed more so the story would be longer (it was just too short).	neutral	book
14782	I had the feeling that this story was put together in a hurry, but i can't complain since it was free.	neutral	book
14783	"I got this book based on a vague memory from childhood of stories i'd read about a ""doc smith"" (i thought)."	neutral	book
14784	Turned out these are not the stories i remembered.	neutral	book
14785	I tried reading a few of the stories and found them not for me, but that's not the book's fault.	neutral	book
14786	I just can't seem to get enough of these happily ever books...	positive	book
14787	So much passion and love.	positive	book
14788	Where can i meet a westmoreland?	positive	book
14789	Since 50 shades came out there are alot of sub/dom books.this book had mystery,great sex scenes and it was easy ,and short	neutral	book
14790	It's a very nice version for kindle.	positive	book
14791	There's no pictures, only the cartoons, but the content wich is the most important is exactely the same as in the printed version and we can browse the magazine by sectors in a very well diagramed table of contents.	positive	book
14792	The affordable price is a passport for this traditional publication.	positive	book
14793	And all the fantastic characters that she creates!	positive	book
14794	Having the whole trilogy in one to read was great too, i hate having to wait for individual story continuations to come out!	positive	book
14795	I highly recommend any and everything that she writes!	positive	book
14796	These are short introductions or first chapters of a few books.	negative	book
14797	I don't like to read this way.	negative	book
14798	It's up to you if you like it or not.	negative	book
14799	Why in the world did i download this weird little short story?	negative	book
14800	Don't do it!	negative	book
14801	Buy a real book, instead!	negative	book
14802	Steal me is a short story with an exciting beginning and continues to thrill the reader with sensual actions and adventures.	positive	book
14803	The characters are strangers that intrigue each other and the chase is on.	positive	book
14804	The conflict she is independent and is not easily sway by the charms of a dark handsome delicious male species until he turns the tables and schemes to captured her attention.	positive	book
14805	In all an enjoyable read that tingles the senses and stimulates the mind.	positive	book
14806	Reminds me of a harlequin romance with the descriptions of the beautiful locales and the fast pace of the story.	neutral	book
14807	Good find.	neutral	book
14808	I thought at first that this would be a real christian love story like grace livingston hill used to write, but she would never mix magic into one of her stories.	negative	book
14809	I was disappointed in the story due to that.	negative	book
14810	This book was a good quick sexy read.	positive	book
14811	Very nice role reversal with the heroin not wanting a relationship only a fling.	positive	book
14812	The ending is not a surprise for this genre but i loved it anyway.	positive	book
14813	This one was fun and funny.	neutral	book
14814	Belle is clever and inventive, and fights through her injury without self pity.	neutral	book
14815	I wish rick had been a bit better developed as a character, but the story was good.	neutral	book
14816	This book was grammatically sound, of decent length but overly concerned with all things anal.	negative	book
14817	This was more of a bdsm text than an age play one.	negative	book
14818	Very well done and really easy to use on the kindle.	positive	book
14819	Saved a good bit of money by getting it from amazon on the kindle, would have needed two books otherwise.	positive	book
14820	My big issue was the dialogue.	negative	book
14821	Connor talked so much that i soon realized i really dislikedhim.	negative	book
14822	The sex scenes would have been much better if he would have shut up from time to time.	negative	book
14823	This was a really good, way to short story.	positive	book
14824	I would have loved to read more of their story or would have loved to read about how their relationship progressed but i was really happy that they had a relationship.	positive	book
14825	Nice read & i would recommend it!	positive	book
14826	Enjoy it as much as i did!	positive	book
14827	Pussypussy give me a break.	negative	book
14828	The story could have been good if expanded upon but was basically about an angel and human having sex. uninspiring and more like a quick porn.	negative	book
14829	Toobad.	negative	book
14830	Really enjoyed the stories in this erotic book, normally you read these books and you like 1 maybe 2 stories but would recommended.	positive	book
14831	A gentle, slow paced sort of love story.	neutral	book
14832	It flows forward through a mystery with resolution all around.	neutral	book
14833	Not too demanding a tale, but good for a leisurely afternoon.	neutral	book
14834	If you are reading the bdb series and are debating whether or not to get this book.	positive	book
14835	Just go ahead and do it.	positive	book
14836	It's so worth it.	positive	book
14837	This was my first grace livingston hill book and it is the one that sparked my interest in glh books to begin with!	positive	book
14838	Well written, the mean characters are truly mean and the good truly good, some of the scenarios had me laughing and cheering throughout.	positive	book
14839	This is a must-read (i didn't read the other books in the schuyler series until afterward, so if you wanted you can start with marcia schuyler and then read phoebe dean, but each book in the schuyler series could be read as a standalone)	positive	book
14840	"This is described as a ""whimsical story of unfettered sex"" but don't be fooled; it's just really bad porn."	negative	book
14841	Don't bother	negative	book
14842	Sexy, passionate	positive	book
14843	I am naturally bent toward anything written about alaska, i even consider the text on the blueberry teapackages my son sends to be great literature, this was a nice story and good read, not stabenow but good	positive	book
14844	Great history of the ottawa and chippewa indians.	positive	book
14845	It is a very enlightening book on the history of indians in michigan.	positive	book
14846	Did not enjoy this at all would not recommend for preteens or teens unless they are crazy about japanese anami.	negative	book
14847	I've been reading my way through this series and these were as good as the others and the price made them even better.	positive	book
14848	Purchased this for my husband, who totally enjoyed it, could not put it down.	positive	book
14849	One of jules verne's best books.	positive	book
14850	This book reminds me a lot of skin deep; both are enjoyable and different enough that you won't be disappointed.	positive	book
14851	I liked lila and the decisions she chose to make for herself.	positive	book
14852	I didn't find anything wrong with the arrangement and enjoyed how the story ended.	positive	book
14853	I really liked this book.	positive	book
14854	The story was well thought out and i enjoyed the characters and character development.	positive	book
14855	I only wish i could have learned more about the fog!	positive	book
14856	Can't wait for the next book.	positive	book
14857	I love z!	positive	book
14858	He is one of my favorite brothers and this is a fantastic story about him and bella.	positive	book
14859	I love the opportunity to see a little further into their lives and as usual, jr tells a wonderful story.	positive	book
14860	Highly recommended for anyone who loves the black dagger brotherhood series.	positive	book
14861	After 100 pages i put it down and am not likely to pick it up again.	negative	book
14862	Sorry, the story had no complexity.	negative	book
14863	I am glad i did not pay more for this.	neutral	book
14864	I think the story had a decent plot but moved so fast: from getting rid of current mistress to go back to past mistress.	neutral	book
14865	I guess it covered the bases, but i felt like the story was rushed and she gave in so easily, especially after the way he had treated her.	neutral	book
14866	I wished the story had been longer, so that the female could show that she was stronger and could stand up to him.	neutral	book
14867	I bought this cover and it is good.	positive	book
14868	It is easy it protects the screen and is not at all bulky what more could you want - it is also discreet.	positive	book
14869	I should have bought a more colourful girly one but this seemed to do.	positive	book
14870	I may upgrade to the totally waterproof one as the kindle is an investment and want to look after it, this cover is great for my handbag - light and simple.	positive	book
14871	I didn't expect literary greatness, but i found this story boring.	negative	book
14872	I'm sorry i wasted part of my life on this one.	negative	book
14873	I consider myself to be very open-minded, but the bald fetish was just didn't do anything for me.	negative	book
14874	This book was so good i couldn't put it down i just loved the way mercedes was in this book she was too funny, i can't wait for part 2,it was a five star all day!!	positive	book
14875	Holy freaking i don't know what ...did i really just read this...	positive	book
14876	I have to say for a book about three people who obviously were acting out their sexual fantasies together it honestly was written very well and with a lot of emotion...	positive	book
14877	I blushed a lot...don't regret reading it..	positive	book
14878	I love lorelei james.	positive	book
14879	I have all of her books.	positive	book
14880	I looking forward to the ones she is working on now, and can not wait until they come out!!	positive	book
14881	This was a wonderful short story.	positive	book
14882	I absolutely loved the characters and the fact that they were in their 40's made it even better.	positive	book
14883	I most certainly want to find this suite ethan had on my next cruise!	positive	book
14884	I love it this story is sexy and hot.	positive	book
14885	Great characters and a wonderful story makes me wish i had 2 men loving on me	positive	book
14886	This 2nd book crosses over into a more mature form of world buildings.	positive	book
14887	The characters and the story grow.	positive	book
14888	The magic remains.	positive	book
14889	Good read and a series i will follow.	positive	book
14890	I loved the characters in this book.	positive	book
14891	There seems to so much more of charlie than what shows on the surface, just as he finds the same for miss brit.	positive	book
14892	Great story!	positive	book
14893	I read until it just made no sense.	negative	book
14894	Never felt a connection to any of the characters in this story.	negative	book
14895	The story line is too fractured, the characters are grossly stupid, and i found nothing to like.	negative	book
14896	The book was returned.	negative	book
14897	Dallas tanker once again has taken a creature of myth(supposedly) and put his own unique brand on it.	neutral	book
14898	This novella deserves a space within his cryptids trilogy.	neutral	book
14899	I have to say, id never read any of biance d'arc's books before, this was recommended to me and im so glad it was, a brilliant story with characters, you'll fall in love with.this is the first book in the series, and after reading this book i went out and bought the rest of the books	positive	book
14900	This book kept me interested from start to finish.	positive	book
14901	Cute story, well written.	positive	book
14902	Not a free one, but worth buying.	positive	book
14903	If you like your novels short and sexy, this book's for you.	positive	book
14904	A racy romp that's a delightful read.	positive	book
14905	The only quibble i have is that the publisher ran the author's bio right up against the last line of the story, so it was hard to tell where it ended.	positive	book
14906	Hopefully the publisher will fix that by putting a few spaces in between.	positive	book
14907	With the new movie out i had to find something to read since it has been a really long time since i read anything by f. scott.	positive	book
14908	These stories are wonderful.	positive	book
14909	I was not aware of these really and have enjoyed reading them.	positive	book
14910	What a great collection.	positive	book
14911	Love it, as i have done the whole series yet.	positive	book
14912	The fact that the author pen doesn't tremble to kill key characters is a breeze of fresh air...	positive	book
14913	You never know what is gonna happen	positive	book
14914	Book was cute but did not realize it was a mini story.	neutral	book
14915	Wish there has been more content to the story line.	neutral	book
14916	Gave it a 3 star	neutral	book
14917	This was a wonderful--wonderful book.	positive	book
14918	It had love, intrigue, mystery, everything that a book should have.	positive	book
14919	There were only a few typos!	positive	book
14920	I really enjoyed the plot and the whole idea.	neutral	book
14921	I also loved each scene and how each scene was portrayed/written.	neutral	book
14922	The only problem i have with it is that it seemed to be dwindling from loss of...something..which i cannot put my finger on.	neutral	book
14923	More of a longish-short story than a novella, even.	negative	book
14924	This is an odd little tale full of unreliable narrators, switching pov constantly in an experimental kind of way.	negative	book
14925	I dug that, but did not dig the casual homophobia and misogyny.	negative	book
14926	I get a sense that the author was trying to be clever and undermine such things, but it didn't really work.	negative	book
14927	I loved this book.	positive	book
14928	I knew as others did on who ian was and enjoyed reading about them and all there adventures.	positive	book
14929	There was lots of action, funny things, scarey times, and love.	positive	book
14930	"This time era is not one that im interested in but this book was so good i love all the characters mainly ""robin"""	positive	book
14931	This is a different kind of story than i am used to reading but the author puts you right there with the kids and i could just picture the places they were.	positive	book
14932	Although a lot of bickering went on, their love as a family got them through the rough times.	positive	book
14933	I recommend this book for teenagers and adults.	positive	book
14934	After wading through the awkward similes in the first chapter the story read pretty well until the nonsensical and irrelevant ending.	negative	book
14935	Twin sister?!?!?!	negative	book
14936	How does that add to the story?	negative	book
14937	Have to say i enjoyed my first foray into celtic lore.	neutral	book
14938	Loved this because it touches on morals, staying true took your word and .	neutral	book
14939	Plus the magical twists made for a joyous swift read	neutral	book
14940	Just okay.	neutral	book
14941	Not the same tension and heat as the other books.	neutral	book
14942	Still a great series and worth picking up.	neutral	book
14943	...with just enough of the supernatural element to keep you on your toes.	positive	book
14944	Love the way the book is written, and it definitely leads you down the path to read the rest of the books in the series!	positive	book
14945	A highly recommended read!	positive	book
14946	Light but entertaining romance story.	neutral	book
14947	Not very believeable	neutral	book
14948	But then i'm not much of a romance novel reader.	neutral	book
14949	Ok if you're looking to kill some time.	neutral	book
14950	Short and sweet and doesn't pretend to be any more than it is so overall this was an ok read.	neutral	book
14951	Would i read more?	neutral	book
14952	Probably not!	neutral	book
14953	I like a little more depth with the sex but then again it was written well and easy to read.	neutral	book
14954	This was a funny, good short read.	neutral	book
14955	The hero changed his mind about relationships a bit fast for me.	neutral	book
14956	I recommend for a pre bedtime read if you can't fall asleep.	neutral	book
14957	Being over 60 and a veteran of 7 summers at catskills bungalow colonies, i found this book impossible to put down.	positive	book
14958	I was taking summer classes during woodstock, and always wondered if i should have been there, like the author.	positive	book
14959	I found the romantic relationships with the 2 women so life-like.	positive	book
14960	A fast paced spy romance.	neutral	book
14961	Reminds me a little of 'the long kiss goodnight'.	neutral	book
14962	The sex scenes were quite steamy.	neutral	book
14963	A good read, but kinda short.	neutral	book
14964	Mysterious island was my first read by this author.	positive	book
14965	It was a long read but very detail that made the island come alive.	positive	book
14966	Lots of surprises.	positive	book
14967	This was not a type of a story that i enjoy.	negative	book
14968	The story was fair; too much unnessary descriptive matter.	negative	book
14969	Anya bast sure has a gift for the erotic!	positive	book
14970	This is another one that keeps you reading right on through to the end.	positive	book
14971	Great characters and fun plot and some hot fun!!	positive	book
14972	Another good book in the henry wright series--i read all of them and they were all good.	positive	book
14973	If you like police dramas, i think you would enjoy these books.	positive	book
14974	Henry wright is a hard working officer, has had better days, but with his way of thinking how criminals might think, he has a head start on getting the bad guys.	positive	book
14975	Charming, sweet story, marred by a few typos and weird sentences...needs editing...but on the whole delightful and pleasant...h too self-effacing, h too selfishly proud, bot not bad for a first printed effort...	negative	book
14976	I did not order and i did not read this book.	negative	book
14977	No review is possible of this book, not my type of reading.	negative	book
14978	This book had a really messed up female character.	neutral	book
14979	I think she needed therapy!	neutral	book
14980	Ha!	neutral	book
14981	It was a quick read	neutral	book
14982	Great prequel, the writing is good but beware that this is just a intro to the series.	positive	book
14983	What you get here is good and is a great intro to the series which have the two doms with ms jane.	positive	book
14984	As always hill had made the story come alive in my imagination.	positive	book
14985	This story of faith and love was very inspiring.	positive	book
14986	I love the way she puts some real live struggles, such as faith in others, and god, and brings them home with characters like the girl in this story.	positive	book
14987	I highly recommend it!	positive	book
14988	This collection of stories was shockingly well written!	positive	book
14989	The plots were well thought out, the characters had depth, and the stories were fast paced but not short!	positive	book
14990	A few of the stories could give anne rice a run for her money.	positive	book
14991	Not all....but a few!	positive	book
14992	I could never get it to open so i could read.	negative	book
14993	All i got was two black pages.	negative	book
14994	No print on them.	negative	book
14995	A real cute short story with interesting characters.	neutral	book
14996	I would love to see more with the same characters to see how their relationship develops.	neutral	book
14997	"Less than 20 ""paragraphs"" not actual stories."	negative	book
14998	Seems like joted notes from a shrink asking a patient to describe what happened.	negative	book
14999	Didn't rivet me in any way.	negative	book
15000	Love books that combine a bit of history and a glimpse of another culture with the elements of mystery.	positive	book
15001	Would buy another book by this author.	positive	book
15002	Old style christian romance, with more focus on the christian life and conversion than the romance.	positive	book
15003	A bit implausible, but still enjoyable for the nostalgic.	positive	book
15004	Got caught -this has been previously published in an anthology - this is not made clear in the product summary.	neutral	book
15005	Adds to the guild hunter storyline and back story.	neutral	book
15006	This was a page turner that offered suspense, faith, and love all rolled up in one.	positive	book
15007	It was nice to read a story where there was a lot of meat to story and not a lot of sexual situations.	positive	book
15008	I will be reading the rest of this series.	positive	book
15009	One of the few books i would not finish.	negative	book
15010	I read the disclaimer so was aware of the content.	negative	book
15011	"The descriptions of child sex even in ""non-humans"" is repugnant in the extreme."	negative	book
15012	"This book confuses me a bit, is a somewhat original take and i love the lead character is a young girl, but is not extremely well put together, since this is aimed to be a set of books one can argue the plot ""holes"" are due to that, that remains to be seem on volume ii, whenever is out."	neutral	book
15013	I recommend the book for vampire stories fans, but for more mainstream readers i'm not sure if the appeal will hold.	neutral	book
15014	Not much there as far as plot or characters...	neutral	book
15015	Mild sex romance for a quick escape	neutral	book
15016	I am a huge fan of zombie stories ,this however is one boring book!	negative	book
15017	All it talks about is government,laws, and blah.	negative	book
15018	No details are given about the interesting stuff like the zombies,the survival,etc.	negative	book
15019	What a waste of 4000 pages!	negative	book
15020	How in the world can you read this stuff to your children.	negative	book
15021	This is beyond gory.	negative	book
15022	I mean this would scare the hell out of the poor kids.	negative	book
15023	And if you want to scare your child to potty training.just read the poem about going to the loo....	negative	book
15024	I enjoy these types of books and this one was right up there with the best.	positive	book
15025	A very good read.	positive	book
15026	Thanx to the author, job well done!	positive	book
15027	Blurred nights was such an awesome read.	positive	book
15028	It touch every emotion.	positive	book
15029	I was crying at the end(happy tears).kallysten is a awesome writer.	positive	book
15030	Great job	positive	book
15031	It started out too slow, i had trouble getting into the story.	neutral	book
15032	I probably won't rean the rest of the series.	neutral	book
15033	A good read with a strong character.	positive	book
15034	The ending proved to be a little far-fetched but definitely a good read!	positive	book
15035	I really enjoyed this little catch up book.	positive	book
15036	I love j.r wards books, hopefully she can do more of these with the other brothers also.	positive	book
15037	If you have read none of the primal instinct books i would tell you start with this one.	positive	book
15038	It will give you a good layout of the stories to come i read this near the end of the serious and have told friends to start here and work through the set which all have	positive	book
15039	I very much enjoyed this introduction to this author.	positive	book
15040	This was a very hot read and i recommend it to anyone!	positive	book
15041	This was a great first chapter ....	negative	book
15042	What happened to the rest of the book/story?	negative	book
15043	Sorry, but i felt that this was a preview of something interesting to follow.	negative	book
15044	Turned out to be a book report.	negative	book
15045	For me, this is truly a hilarious book, a small masterpiece.	positive	book
15046	Bizzare, unusual, witty, good language, well written - absolutely great, a classic.	positive	book
15047	As human beings we are all flawed.	positive	book
15048	Not one of us is perfect.	positive	book
15049	I loved charlotte and tony who are flawed have pasts that haunt them and yet have the grit to leave their pasts behind them and find love.	positive	book
15050	I have read all theses tails before and they just seemed to be the old ones with different names so it was a wast of a down load	negative	book
15051	This was a free read by the author & amazon.	positive	book
15052	This was as good her other book (perfect proposal) but longer.	positive	book
15053	Loved the plot and the way that the author weaved the clues and the evidence together.	positive	book
15054	I truly enjoyed it.	positive	book
15055	The ending was a bit extra and drenched in bitterness that to me was not necessary.	positive	book
15056	You just have to read it and see for yourself as to why i love this story.	positive	book
15057	Its captivating and keeps you wanting more.	positive	book
15058	This is book 2 of a four piece set although it could probably be read as a standalone as it doesn't really follow on from the previous book apart from the main character, argus, who doesn't really remember much anyway!i can honestly say that these books aren't really having much of an impact although i will read the last two just because i'm like that!	neutral	book
15059	All i can say is that for 0.00 over at amazon currently, why not download them and see for yourselves.	neutral	book
15060	You might have heard of some or all of the codes but never knew where they originated.	positive	book
15061	A lot of religions, civilizations and empires laws were based on hammurabi and you'll recognize them.	positive	book
15062	If you are interested in ancient history and have an agile mind you can place many of them in today's world.	positive	book
15063	If you are writing about ancient history or perhaps a study of comparative religion this is a must have.	positive	book
15064	This book was extremely cliche.	negative	book
15065	The sex scenes were okay, but it was annoying most times.	negative	book
15066	Also very unrealistic, but that may be a personal preference.	negative	book
15067	I prefer my works of fiction to be grounded in a sense.	negative	book
15068	It's difficult to speak of a story you really enjoy without spoiling it for people who haven't read it yet.	positive	book
15069	I thought nowry did a great job developing strong characters that make you root for their success or demise depending on which way your moral compass points.	positive	book
15070	There wasn't too much technical jargon to make it dull, but just enough to spark your interest in what amazing things she was capable of building.	positive	book
15071	"The end especially left me wanting to know more about shadona and her ""family""...."	positive	book
15072	I would recommend this one to anyone who likes to be kept on the edge.	positive	book
15073	It kept me turning pages trying to decide who did it and why.	positive	book
15074	Ok!the story was not to my liking.	negative	book
15075	It was a sweet story but it just never drew me in.	negative	book
15076	It lack substance, that special thing that draws the you in.	negative	book
15077	Sorry but it lacked something.	negative	book
15078	Strange story line, had difficulty reading and staying interested.	negative	book
15079	Not interested in reading this author again .	negative	book
15080	Was dissappointed .	negative	book
15081	I've read quite a few books that feature m/f/m, but this author finds ways to make the same old story unique and intriguing.	positive	book
15082	The sex scenes are hot and so are the cowboys.	positive	book
15083	What makes this book different from most though is the relationship between the men.	positive	book
15084	Driven together by a common love, they develop a strong bond that is in some ways stronger than what they feel for the woman they share.	positive	book
15085	It may be my age, but i grew up with these kind of stories and as a boy imagined i was bulldog drummond while reading his exploits.	positive	book
15086	Now reading it is like looking into another age -	positive	book
15087	But i like it.	positive	book
15088	This book was good in most ways, but extremely predictable which is not what you want when reading a murder mystery novel.	positive	book
15089	"The first page was as trite as ""it was a dark and stormy night""."	negative	book
15090	I thought the author was trying to be funny but sadly, he was not.	negative	book
15091	The short story was supposedly about a woman trying to get revenge on her philandering husband yet it was very obviously written from a man's point of view.	negative	book
15092	There was no character development, very little dialog, and easily the worst i have ever read from amazon!	negative	book
15093	This story is dark and extremely interesting.	positive	book
15094	I guess i would consider it a psychological thriller.	positive	book
15095	It was really good and worth the cost.	positive	book
15096	I loved it!	positive	book
15097	I love gena but didn't love this story.	negative	book
15098	The whole curse thing never really got explained well or how it was broken.	negative	book
15099	That or i was yawning when it happened.	negative	book
15100	I'll stick to her lords from now on i think.	negative	book
15101	The story holds my attention and the details of the areas are fantastic.	positive	book
15102	Would recommend this author to anyone that likes mysteries and like feeling like they are in the area of the story.	positive	book
15103	I hated it.	negative	book
15104	So long since i started reading it, and hated it that i've forgotten what it was all about.	negative	book
15105	I'd have to be desperate to try reading any more of it, in fact i think i sent it back	negative	book
15106	Excellent book, couldn't put it down.	positive	book
15107	Now i got to find another jillian hart book.	positive	book
15108	I read another one of her books and it also was an excellent book.	positive	book
15109	Read this series if you like to read hot sex and laugh at the same time.	positive	book
15110	Elle has got it together.	positive	book
15111	I found this story quite silly.	negative	book
15112	The way it was written and the abrupt changes in the characters feelings for each other without any particular reason really bothered me...i kept checking the progress on my kindle to see how much more i had to read ( unfortunately, i'm not capable of leaving a book unfinished... even if i'm not enjoying it...)furthermore, the digital version has lot of editing problems that should really be reviewed.	negative	book
15113	Overall, quite disappointing...especially because i have read other books from carol grace that i really liked.	negative	book
15114	I don't generally read short stories, as i find they leave me wanting more, and this book was no exception.	neutral	book
15115	I think the characters could have been developed a little better, i didn't really get a good sense of how the characters were feeling.	neutral	book
15116	I think with a little work this book could actually be something, but as is, it just reiterated to me that i need to stick with what i like, and short stories are not it.	neutral	book
15117	How do you continue when you find out that the myth is true, and that you are one now,and the man who had you made one will do anything to keep you.	positive	book
15118	The old testament has always been a bit of a mystery to me so i've not studied it as much as other scriptures, until now.	positive	book
15119	This part of david ridges study series ties it in with gospel principles that are in all the scriptures and we see how the gospel of jesus christ is eternal and was preached and practiced from the beginning.	positive	book
15120	Quick paced easy read.	positive	book
15121	Characters don't have much depth but are interesting enough.	positive	book
15122	Lots of hot sexy man love.	positive	book
15123	If you are looking for a quick easy lgbt read this will fill the bill.	positive	book
15124	I liked the book.	positive	book
15125	It wasn't great, but it was good.	positive	book
15126	If you are reading all this author's books this is one to read.	positive	book
15127	I enjoyed the story and never would have figured out the end until those last pages.	positive	book
15128	Loved this book.	positive	book
15129	The characters where not shy but very honest about each other.	positive	book
15130	The love between them was very magnetic.	positive	book
15131	The author should continue writing these sort of characters.	positive	book
15132	Worst book i've read in a liking time.	negative	book
15133	Not only was the story mediocre, there were numerous spelling and grammatical errors throughout the book.	negative	book
15134	I have loved listening to elder ballard's talks in general conference for many years, so i'm sure i'll love this book.	positive	book
15135	I haven't started reading it yet, but hope to in the fairly near future.	positive	book
15136	I didn't care for this book.	negative	book
15137	There was not enough story.	negative	book
15138	Needed more interactions between h/h could have been a lot better.	negative	book
15139	I'm sorry but the book is far to short to do justice to the plot, for me it wasn't believable nor well written and not worth the effort	negative	book
15140	I fell in love with the show and thought i would read the stories themself.	positive	book
15141	Thease stories are so twisted.	positive	book
15142	But a fantastic read.	positive	book
15143	Garret and haley were funny.	positive	book
15144	I wished it was longer and more in depth.	positive	book
15145	Leanne is a great writer, i will be reading more of her books	positive	book
15146	I have truly enjoyed reading the cedar cove series - i feel as if i am part of cedar cove family (families).	positive	book
15147	This is a great read.	positive	book
15148	I throughly enjoyed.	positive	book
15149	Not for me.	neutral	book
15150	Found myself bored and not interested in these characters.	neutral	book
15151	Could not finish and that is very unusual.	neutral	book
15152	A cliche.	negative	book
15153	A no brainer.	negative	book
15154	If this is a theme of the authors other books, then i'm glad i wasted my time on this short one.	negative	book
15155	First time reader from this author.	neutral	book
15156	Books are short but sexual.	neutral	book
15157	Hard to put down.	neutral	book
15158	Had to buy all 3 books to see what happened next!	neutral	book
15159	The story was funny, hot, and sweet.	positive	book
15160	It could have gone the direction of pornish with a little story but the emotion behind gage kept me involved and i love a man who falls hard and fast with no apologies.	positive	book
15161	Moving on to brother number two immediately.	positive	book
15162	I do not like reading this book because it is full of blood and violence throughout the book.	negative	book
15163	I did a lot of skimming over the violent parts of this book.	negative	book
15164	I do not recommend this book for children and young adults.	negative	book
15165	I enjoyed this end of the world story told from the teenagers point of view.	positive	book
15166	It is very positive and upbeat.	positive	book
15167	I purchased this story after reading such positive reviews and was very disappointed.	negative	book
15168	No character development, misunderstandings that led to big nothing blow-ups, the storyline jumped all over the place and many grammatical errors, it was a chore just getting through it.	negative	book
15169	Likable characters..	negative	book
15170	But this was a murder mystery that even with a hunky artist and a journalist sleuth just did not really come together as a good read.	negative	book
15171	A few pages of cool action, but didn't add much to the story.	negative	book
15172	I was hoping for some additional insight...but there was nothing.	negative	book
15173	First off, this novel is heavy into bdsm.	negative	book
