sentence_id	sentence	sentiment	topic
1298	"I guess this is the requirements of the story and what's the difference compared to ""the wandering earth"" if 3 body civilization just move the planet."	neutral	movie
1299	Good show with a new prospective of law enforcer but is bad liberal propaganda women looks macho like a men with an attitude ....	negative	movie
1300	The men are weak or better old with gilts syndromes and all the stereotypes	negative	movie
1301	The show itself is a bit of a feel-good series about a 40-year old man turned cop who gets to (of course) bang a 28 year old from training academy.	negative	movie
1302	Naturally the 40 year old is considerate, moral and wise man......	negative	movie
1303	Not like 99.9% of the 40 year old divorced men who are generally out of shape, bitter and depressed.	negative	movie
1304	The stories are of course typical police stories, but this show sees a lot of super-unrealistic gun-fights and unrealistic situations.	negative	movie
1305	An excellent series in all its aspects, until it reaches a disappointing and cruelly hurtful ending.	positive	movie
1306	What a bad way to end what could have been the most successful series of all time, and all because the producers were offered more money to do other things.	positive	movie
1307	In short, what could have been the best series of all time, with the worst ending of all time.	positive	movie
1308	Extremely cruel !!	positive	movie
1309	What a huge disappointment to see an incredible, multilayered series - years in the making - crippled by simplistic writing in its final seasons, including a finale that may be the dumbest of all time.	negative	movie
1310	It makes donald trump's thought process seem complex.	negative	movie
1311	Find a different series to binge - don't waste your time with this total loser.	negative	movie
1312	Who the hell came up with this?	negative	movie
1313	Seriously horrible writing and acting...i've seen better shows on the cw	negative	movie
1314	But after the plane crash - everything went down hill.	neutral	movie
1315	When they killed off shepard it got worse.	neutral	movie
1316	I stopped watching it after.	neutral	movie
1317	Seasons 1-4 10/10.	positive	movie
1318	Seasons 5-6 9/10 season 7 8/10 season 8 3/10.overall that gives the average of 8.6/10	positive	movie
1319	So it should be 9, but i'll give it 8 because writing of season 8 leaves show with absolutely no rewatch value.	positive	movie
1320	"Don't know what to say besides i am very disappointed, and the infamous expression ""subverting expectations"" will probably be what we will remember from this show."	positive	movie
1321	Started out great, but the last few years ruined the show with radical leftist ideology.	negative	movie
1322	Not for my family.	negative	movie
1323	I do not understand why people didn't like the end..	positive	movie
1324	It is the most logical end.	positive	movie
1325	The series never deceive.	positive	movie
1326	Loved the show till season 8.	negative	movie
1327	What a bad ending and poorly written.	negative	movie
1328	My husband and i look forward to the rookie each week.	positive	movie
1329	Nathan fillion is our favorite actor, he is what brought us to watch.	positive	movie
1330	This was not the first time i turned off an episode of ga out of disgust.	negative	movie
1331	Considering what individuals of the same political philosophy did to seattle, portland, and other cities, it takes real balls to criticize and lecture on the scale of this series.	negative	movie
1332	I'll stop there, before i'm deemed to be competing with the obnoxious persons behind this show.	negative	movie
1333	So i get it, its just one of these series you must like , rate 10 stars and speak with everyone how clever it is and how much you love it,, what we call a hypewell its not bad either, its ok and if you havnt seen it and want to read reviews, go for the ones that rated with 3- 7 points because they are honest and truly, the rest just just want to manipulate the ratingsystemits amazing slow in the beginning, also a bit hard to follow but it will speed up and the pieces will fit toghetter, the story is strange and the idea a bit to crazy , but something make you to keep watching it , so its ok but i will never see it again and not sure i manage next season.	neutral	movie
1334	A fantastic show through two seasons.	positive	movie
1335	Third season is struggling to maintain the momentum though, but i wouldn't miss it anyway.	positive	movie
1336	"Seasons 1 and 2 funny (although end of season 2 is over the top with this ridiculous serial killer thing)season 3 overwhelmingly making use of absurd political concepts (so, the guys of a city area complain about suffering from drug dealers, but it's bad to arrest the dealers because police bad, poc good: ""heads i win tail you lose"", as we say in french - the ""whites"" cops are the bad either the option, doing their job or not doing it)i gave up after 5 episodes in season 3 - writers really need to realize that we are grownups who don't need to be reeducated."	negative	movie
1337	"It looked very much like soviet fictions meant to ""edificate the masses"" and i felt horribly embarrassed for the comedians."	negative	movie
1338	This show used to be in my top 3 favourites of tv shows, and i watch a lot of tv shows!	negative	movie
1339	After season 7 i watched the quality slowly decline.	negative	movie
1340	Season 8 episode 3 ruined the whole thing for me.	negative	movie
1341	I honestly lost all interest in the rest of the show, and this makes me sad, really..	negative	movie
1342	15 seasons in and i am dreading, because sometimes it's just so predictable!	positive	movie
1343	Don't do this please?	positive	movie
1344	One of the best series, i've binged.	positive	movie
1345	Utter brilliance shown all-round from the actors to the directors, i salute all the crew and cast who have worked tirelessly to put together such a masterclass.	positive	movie
1346	Ignore season's 13-17, and it's good.	neutral	movie
1347	After the 12th season it went downhill, in my opinion.	neutral	movie
1348	It's not bad, but should've ended a few seasons ago.	neutral	movie
1349	New season are not as good as how they used to be.	neutral	movie
1350	They need to stop with this show..	neutral	movie
1351	The old seasons were so good though!!!!!	neutral	movie
1352	This show was seriously so good up until season 14!	neutral	movie
1353	The show always had a political hint to it, but starting season 14, it became the whole show.	neutral	movie
1354	No matter what side you sit on, bringing politics into a show you watch for pleasure is not fun.	neutral	movie
1355	From the outset with the old white guy hooking up with the young woman of color this series displayed it's timeworn approach.	neutral	movie
1356	The acting is actually occasionally not bad and the dialogue passable.	neutral	movie
1357	"But the stories for each episode are so often insipid that ""who cares"" or ""no way"" would that have happened are the usual results."	neutral	movie
1358	Could have given it a 5 frankly, but actors deserve better.	neutral	movie
1359	We have really enjoyed got since its first episode, have just watched the episode 3 from season 8, to be honest i was very disappointed, to say the episode cost over 11 million to make, the whole episode was so dark you couldn't make out what was happening.	neutral	movie
1360	Absolutely shockingi cant believe i have to acknowledge whether i'm giving anything away, i couldn't see anything to spoil your enjoyment	neutral	movie
1361	"Season 1 and 2 were very enjoyable...then once again hollywood tries to become ""woke"" and mixes in ""political"" agendas with dashes ""social justice""."	negative	movie
1362	As a result the show takes a huge dive and a complete waste of season 3.	negative	movie
1363	"At what point will hollywood realize if we the people wanted their ""woke"" political views, we would turn on entertainment tonight or cnn...?"	negative	movie
1364	Shame...	negative	movie
1365	It hurts me like hell to have rated this a 9 because it could have easily been a 10 if it wasn't for season 7 and 8.	positive	movie
1366	There are enough commentary on the finale so i won't go on a tangent.	positive	movie
1367	But i'll just say, setting the bad bits aside that this show is still a divine, everything about it was just too perfect to be true.	positive	movie
1368	Don't get me wrong this is still the best serie ever.	positive	movie
1369	But i agree with the rest season 8 is so rushed.	positive	movie
1370	The dialogues that make this serie so great are just rushed or are non existing in season 8.	positive	movie
1371	I have been watching the show since the beginning and i literally just made this account because i needed to express how disappointed i am in the last season.	negative	movie
1372	Especially the most recent episode😩.	negative	movie
1373	To say it was corny, would be an extreme understatement.	negative	movie
1374	It was literally unbearable to watch.	negative	movie
1375	If you have a little respect for yourselves please please please end this series and let us remember it for the passion and the magical moments it gave us before you destroyed it.	negative	movie
1376	Show some respect	negative	movie
1377	Please take into account that 90% of positive reviews haven't played a fallout game before, and it shows.	neutral	movie
1378	Not even the great cast could can save a storytelling that tries to dillute the interesting stories and setting that has kept me entertained for dozens of years: i mean, you have the whole fallout universe and lore to play about and you chose a lame vault, depict the brotherhood as weak and stupid, and a girl that seems so naive that talks and gives water to a guy with no pants on, on top of that you forget three major, charismatic fations (ncr, enclave and legion), i mean where's the character development, the intrigue, the oh snap moments...	neutral	movie
1379	The cgi are average and they don't disappoint but they are nothing to write home about either, the action scenes are lame and boring, coming from a player that has nuked the whole wasteland several times with my faithful fatman (portable nuke launcher).i mean, is a decent show, but let me give you an advice: go play the games, there you will find the stories, the drama, the no win situations, the dry humour, etc...	neutral	movie
1380	1 point for season 7 and 1 point for season 8.	negative	movie
1381	I wished the author written the scenario instead of the dumb&dumber.	negative	movie
1382	I have good moment with episode 1 and 2 in season 8	negative	movie
1383	But i was disappointed with everything that happened after that	negative	movie
1384	Not like the rest of the shows, vey well done, it is not just procedures and cop work but the characters will make you care to keep watching and thats what is expected from a good tv show.	positive	movie
1385	Its good the description said inspired by story otherwise i would have missed on great entertainment.	positive	movie
1386	But this shows goes a bit further in entertaining you it makes you see how hard it is being a cop and makes you appreciate there are people trained and willing to risk their lives to protect you.	positive	movie
1387	It brings shame on hollywood constantly bringing politics to the police work and showing police as bad.	positive	movie
1388	Honestly...after season 8...it all feels empty and unanswered.	negative	movie
1389	I'd say: don't watch season 8....read fan theories...or better yet...make up your own ending...and wait for the books.	negative	movie
1390	Loved the series (10/10) up until the very last episode, which utterly ruined everything (1/10).	negative	movie
1391	Before this episode i would recommend the series to everyone.	negative	movie
1392	Now i don't recommend it to anyone.	negative	movie
1393	Disappointing to say the least.	negative	movie
1394	S8e3 was a disaster for this show like from the 1st episode they were talking about long night and it ended in a sec without even a fight	negative	movie
1395	Well, i had to come back to this to change my rating from 10 to 8.	positive	movie
1396	The last season was too disappointing to not do it.	positive	movie
1397	Everything about it was wrong.	positive	movie
1398	The most epic series of all time was meant to have a soap-operalike final season.	positive	movie
1399	How did nathan ever get involved with this series?	neutral	movie
1400	Firefly and castle were much better.	neutral	movie
1401	It's just sad.	negative	movie
1402	Re-watched the series every year and now i dont think i can re-watch it ever again.	negative	movie
1403	The last season ruined about everything	negative	movie
1404	I'm amazed that, even in season 2, there still hasn't been an episode that i would consider below par.	positive	movie
1405	Every episode delivers stellar acting, a great story and a believable amount of thrill.	positive	movie
1406	I will admit that i tuned in for nathan fillion but i've become attached to all the characters and their story lines.	positive	movie
1407	If episode 20 is supposed to set up a spin-off series, please don't.	negative	movie
1408	It got to be the worst episode to date.	negative	movie
1409	I absolutely disliked 3 new characters, and you're also making the girlfriend a super-hero: emt, reservist officer in charge of the armory theft, and back to emt again.	negative	movie
1410	You may as well make her initials l. l.	negative	movie
1411	Absolutely fantastic series, started slow building the characters & got better & better with twists & turns you wouldn't believe but then the series overtook the original writing & was finished by a couple of jokers who totally ruined the last season, it seemed like it was rushed just to finish it off, so predictable i guessed everything that was going to happen, totally ruined a great series.	positive	movie
1412	While the show has good moments and charactersthat shows a surface level understanding for the lore of the show, it is inexcusable to simply retcon the works of games you never worked on.	negative	movie
1413	Bethesda has deemed the arguably best three games in the entire fallout series (1, 2, and new vegas) null and void for a show that nobody will remember in years time whenut inevitably does not get renewed for a second season.	negative	movie
1414	Who signed off on this garbage fire that accomplishes nothing more than spitting in the eyes of the loyal fans who have maintained the games bethesda has abandoned through countless mods and fixes they never bothered to get around to.	negative	movie
1415	Seems like the bold and the beautiful.	neutral	movie
1416	Just the clothes are different.	neutral	movie
1417	Loved it before	neutral	movie
1418	But i kind of forgot who lived and who died.	neutral	movie
1419	Fillion is funny as usual, but with some needed depth for this slightly more serious drama than castle.	neutral	movie
1420	But i really don't get why they thought they needed to pair him with an actress nearly 20 years younger than him.	neutral	movie
1421	The plot with the captain outright telling him he wants to see him fail because of his age is very contrived.	neutral	movie
1422	But there are redeeming aspects in the acting and interesting things they have to deal with as beat cops.	neutral	movie
1423	Casting choices that rely on stereotypes about china and asians, along with an insistence on adhering to american political correctness and a focus on racial representation, often draw criticism for not authentically representing the diversity and complexity of cultures.	negative	movie
1424	This sentiment reflects broader discussions in the film and television industry regarding how cultures are portrayed and the importance of genuine representation.	negative	movie
1425	The industry is grappling with how to balance cultural authenticity with the demands of global audiences and the principles of inclusivity and diversity.	negative	movie
1426	Engaging with these discussions, filmmakers and producers are encouraged to consider more nuanced and respectful approaches to storytelling that honor the richness of all cultures without resorting to clichés or stereotypes.	negative	movie
1427	Season 1 and 2 were great, season 3 i am choking on biased political agenda.	neutral	movie
1428	Get enough of that on social media and on the news.	neutral	movie
1429	I tried to muscle through but i can't even finish episode 3.	neutral	movie
1430	I will not be continuing to watch this show if it is going to continue down this path.	neutral	movie
1431	Was great until recent political topics spending a lot of time checking off leftist agenda still a pretty good show hopefully it doesn't go woke and broke	positive	movie
1432	The final episode made me wish i'd never started watching the series.	negative	movie
1433	Save the time and the disappointment, it's not worth feeling how i feel now.	negative	movie
1434	I don't think the director understands that his viewers are human and not monkeys 🐵.	negative	movie
1435	Plenty of mistakes and not a clear story line.	negative	movie
1436	Don't waste your time, its just another show	negative	movie
1437	Take an 11/10 series and give it one bad episode that completely disregards every narrative and character arc established and built upon over the last 8 years and you go from being on top of the world to being disposable trash.	neutral	movie
1438	I can't in good faith give this show a 1/10, even though that would be accurate to how it ended, but most of this show is fantastic.	neutral	movie
1439	They just completely threw it away at the last possible moment, for apparently no good reason other than shock and subversion.	neutral	movie
1440	Season 3 is terrible.	negative	movie
1441	Unbearable.no story line no direction.	negative	movie
1442	It was the greatest until season 8 destroyed everything	neutral	movie
1443	What else can i say.	neutral	movie
1444	They should have dragged it out to build the suspense and come up with some better ideas to end it.	neutral	movie
1445	"Just finished watching it and since the first episode i had these positive vibes that we are going to have a good series which we might really ""like"" and it did capture our inner sci-fi senses."	positive	movie
1446	The whole series with all the characters are really good even the last launching to meet the aliens mechanism can be logical in the sci-fi field and to be honest i did not find one episode that i did not like which is usually the case you have 8 episodes and you get one or even two that you say it was not related.	positive	movie
1447	My probably the problem with it was the ending which definitely needs a season 2 and even 3 and honestly i can't wait to watch season 2 just to see how they would cross the 400 years mark and meet the aliens it is kind of complicated but worth it.	positive	movie
1448	Go watch if you haven't already did.	positive	movie
1449	Why has jenna dewan become a main character on the rookie?	negative	movie
1450	She appears at every incident the police appear.	negative	movie
1451	She doesn't do anything except be on camera.	negative	movie
1452	She's a horrible actress and doesn't seem to have any role except the girl friend of the rookie.	negative	movie
1453	Grays was our evening show and weekend binge, it's sincerely an epic show that'll hook you....	positive	movie
1454	But let go after season 16 unfortunately.	positive	movie
1455	Apparently even with catching up up shows, you can tell covid and politics reak throughout the episodes and in hindsight smell even worse than when we lived through them the first time.	positive	movie
1456	Constant unrelenting drama that never seems to go anywhere, barely any actual medicine.	negative	movie
1457	Had to quit watching after the izzy incident, since the fact she never suffered any real consequences after gross malpractice was totally absurd, and in fact the show seemed to at least partially endorse her behavior because it was 'for the sake of love' and her coworkers were inexplicably pretty much fine with what she did after the fact despite freaking out about it just moments earlier.	negative	movie
1458	Nigh-on all the characters are detestable, especially meredith who is endlessly indecisive and basically manipulates and ruins people's relationships for her own enjoyment.	negative	movie
1459	Like everyone did i was stunned by how this show was so good in terms of the turn of events and unexpectable moments and deaths so many layered characters , acting was on point but ... also like everyone did i was socked by s8 it was not the best ending season for this amazing show but not so terrible at least we got an ending i guess	positive	movie
1460	Lol	positive	movie
1461	Anyways i highly recommend this show to everyone	positive	movie
1462	I watched the first 5 episodes, and i impressed with what i watched so farit's rare to watch tv show with this incredible artwork, every scene is meticulously crafted , the lighting , the color grading, the music, the script.	positive	movie
1463	So authentic and poetic.	positive	movie
1464	They did an amazing job with the lighting and the shadows , it reflects on the faces making them more dramatic and the emotions more clearer on screen.	positive	movie
1465	The duality between the characters are well written, make you believe it , and become attached to them in their acts , despite the fact you agree or disagree with their reasonslooking forward to watch the next remaining episodes, i wish it keep the same level of beauty .	positive	movie
1466	Great show.	negative	movie
1467	Bad ending...	negative	movie
1468	They rushed everything in a few episodes wich aren't all to bad but hardly resolve any story lines and basicly are nothing more than a 'thank you for watching but let's wrap this up.	negative	movie
1469	Fast.'	negative	movie
1470	Black & white the talented mr. ripley.	positive	movie
1471	What the series did better: andrew scott played a better and darker thomas ripley than matt damon, the black & white and stylistic cinematography were a++, dakota	positive	movie
1472	Fanning was a much better/smarter marge than gwyneth, having ripley cover up all his murders only made it feel more real, and the dickie boat murder was way better in this.	positive	movie
1473	Also, andrew scott in a speedo...i 🍀 irish boyswhat the film did better: johnny flynn is and will never be no jude law!, how was dickie that old and still acting like he was in his 20s?, personally felt that the show went on 2 episodes longer than it should've.	positive	movie
1474	The first few seasons where amazing as they were based on the books, as the show started to advance and as the fewer material and content got the worse the show became, starting season 6 you can notice a clear decline in the quality of episodes, you can clearly notice the increase of time fillers up until season 8 which was the most horrible of them all.	negative	movie
1475	Don't invest too much time on the series of you haven't started but just skip through the episode as some of the scenes are worth watching.	negative	movie
1476	Another typical tv series adapted haphazardly based on one's own imagination and feelings, turning a masterpiece in the sci-fi world into a mediocre production.	negative	movie
1477	"Wasn't ruining ""game of thrones"" enough?"	negative	movie
1478	"After watching all 8 episodes, these two writers give me the impression that they haven't even read the classic ""the three-body problem"" but merely glanced through someone's brief summary on tiktok, then combined it with their limited intelligence to create this tv series."	negative	movie
1479	If liu cixin, the author of the three-body problem, had used the script written by these two superficial screenwriters, he would definitely not have been able to win the hugo award, and his status in the science fiction community would have plummeted to the bottom.	negative	movie
1480	After 5 episodes of season 8 - i simply refuse to believe such bad writing is allowed by hbo management.	negative	movie
1481	They should take personal responsibility and quit, all of them!no more hbo for me.	negative	movie
1482	Unless they all quit!	negative	movie
1483	What a bad , poorlly writen end season for a really good show ..	negative	movie
1484	No reason to sit 7 seasons for this .	negative	movie
1485	First 2 seasons were very good.	negative	movie
1486	"Funny, loved mix of tv videography with ""body cam"" footage."	negative	movie
1487	This season its a bunch of preachy garbage of what they feel is right and wrong.	negative	movie
1488	The episode is very bad we did not know who the promised prince was the death scene of the night king is very stupid	neutral	movie
1489	Once again i wrote a review without watching the whole season and once again imdb deleted that review, just like they did for 3 body problem.	neutral	movie
1490	Well i have now watched the full season of fallout because for some reason i couldn't turn it off, i kept thinking this is terrible and i should watch something else, but i just couldn't.	neutral	movie
1491	I certainly didn't enjoy the comedy, but i did enjoy the performance of some of the actors, like walton goggins and aaron moten, but my special praise is for ella purnell who i thought was brilliant, so the 7 i've given it is just for ella, i think without her i wouldn't have watched the whole series.	neutral	movie
1492	I don't know much about the games as i've only played one of the once, and i got bored, so is this meant to have comedy?	neutral	movie
1493	It's surly not the worst series about doctors i have ever seen, but all the life altering events and tragedies the main characters go through, get boring/repetitive after the first three seasons.	negative	movie
1494	I watched this during quarantine and otherwise would've probably never picked it up, still if you're bored and wanna watch something so awful its good again, greys anatomy is a great choice for you!	negative	movie
1495	I love it from all of my heart thanks for this great thing	positive	movie
1496	It's almost too difficult to watch any of the early seasons now that i know how badly the final season was written.some of the best acting and cgi,etc i've ever seen , completely let down by writers who once they no longer had source material were incompetent.incredibly disappointed that they rushed what could have been a good ending into a few episodes and skipped all of the dialogue.	negative	movie
1497	I really liked the moved wen they changed to comedy for the last season.	neutral	movie
1498	Perfect 5/7	neutral	movie
1499	I love this show with all my heartthere's so much drama and so many stories to follow it's awesomei hope ellen continues the show and it was cool to see the 400th episodewould recommend to others wouldn't watch it all again but i will continue to watch the new seasons.	positive	movie
1500	First off never read the books however i am a great lover of science fiction stories.	positive	movie
1501	Every episode is gripping.-	positive	movie
1502	Well maybe apart from 7 and its a good story with lots of twists and turnsmaybe some of the cast members really do not fit the stereotypes of a professor but you do warm to themits a series where you cannot wait to watch the next	positive	movie
1503	Episodeand i like that is based in the uk gives it a different feel that i likedthe quality of the production is first class and i love the setsthere is so much rubbish out there at the moment its nice to watch a good science fiction seriesplease netflix sign season 2 !!	positive	movie
1504	I love greys anatomy and it's one of my favorite shows, but please don't try to lengthen it more or you are going to ruin it.	positive	movie
1505	All the characters are either leaving or dying so please only make an amazing finale so everyone remember how good the first seasons were.	positive	movie
1506	I been watching this show since it started and i absolutely about done with it.	negative	movie
1507	The new seasons stink.	negative	movie
1508	To political and brings up how white people are awful.	negative	movie
1509	I know a lot of people who are done watching it and i. am as well.	negative	movie
1510	Wow....	negative	movie
1511	I am shocked, and lacking the words to describe the level of disappointment in regards to the final season and the finale of this series...used to think this was a work of art...	negative	movie
1512	Now i am astonished at the incompetence of the writers and d&d for destroying everything about this story.	negative	movie
1513	Truly sad and monumentally disappointing.	negative	movie
1514	The last few seasons are just some phrases transcribed from popular psychology books, with no actual characters.	neutral	movie
1515	So bad and fabric.	neutral	movie
1516	It was a master piece i have ever seen.it was gripping	positive	movie
1517	This was the worst season of game of thrones i had watched.	neutral	movie
1518	Season 7 and 8 made remove two of ten stars.	positive	movie
1519	Illogical scenes, things done in a rush, d&d are probably going to do some garbage with stars wars too since they don't have any book or something to inspire their work.	positive	movie
1520	It had everything, good things and bad things.	positive	movie
1521	I'm being disappointed and greatful at the very same time..!if	positive	movie
1522	You for some reason haven't seen it do so!!	positive	movie
1523	The writing went downhill after they ran out of material the latest season 8 seems like it was written by a 6 year old too predictable and cliche, super disappointing dont waste your time watching this show.	negative	movie
1524	I learned it the hard way after having spent 10years on this show.	negative	movie
1525	I feel sorry for the cast, their efforts are overshadowed by the poor sctipts of the writters.	negative	movie
1526	This is like many dramatic tv shows, and like many hospital shows to be fair.	positive	movie
1527	But grey's anatomy feels a lot more different than any other hospital tv drama.	positive	movie
1528	I certainly hope that michael crichton's estate sued shonda rhimes for ripping him off.	negative	movie
1529	"Any compelling story-line was explored on er a decade before the promiscuous and absurd abc medical ""drama""."	negative	movie
1530	While er attempted to bring some of the gritty reality of medicine to tv, grey's only real contribution to the genre is art of hair styling.	negative	movie
1531	If you want to see a good adaptation of the famous novel by patricia highsmith, then avoid this series and watch either (or both): -purple soon (plein soleil): an amazing french movie, -the talented mr ripley: not as good but still very good and a great cast (matt damon, jude law, phillipe seymour hoffman).i	negative	movie
1532	This ripley series, the acting is very flat, the characters are not credible, the rhythm is very slow, i am not sure why they decided for black & white, which doesn't add any value.	negative	movie
1533	The 'dolce vita' feel of the movies is totally absent.	negative	movie
1534	Even if you watch it at 1.5x speed, it's still boring.	negative	movie
1535	Fallout is one of the best video game adaptations to exist, however, some of the acting and writing in the show takes you out of the feel of the show that it strives greatly to achieve.	neutral	movie
1536	I felt the writing around maximus's character was sub par compared to the rest of the show, his acting also felt very shoehorned.	neutral	movie
1537	All this to say, the show is great and had perfect vibes one would expect from a fallout adaptation.	neutral	movie
1538	Ella purnel was a huge standout and highlight of the show, her acting was great along with being the only character who felt like a real person, other than walter goggins most characters felt very one-dimensional and barely had a character at all, ella purnel and walter goggins made up for this however.	neutral	movie
1539	Loved the first 2 seasons but really can't watch it anymore.	neutral	movie
1540	When he had to apologize to college kids for not letting them know he was a cop because it ruined their safe space classroom it just lost me.	neutral	movie
1541	Be as woke as you want	neutral	movie
1542	But i just want to chill to an entertaining show.	neutral	movie
1543	I had given it 10/10 rating but now i've changed it to 1/10 and posting here a question for the mighty d&d: why the hell does king bran needs a master of whisperers when he knows everything??	negative	movie
1544	Season 1 and 2 were fantastic.	negative	movie
1545	Decent story, predictable at times but still entertaining and fun to watch.	negative	movie
1546	Season 3 has been a disaster.	negative	movie
1547	Loved the first 6 seasons, season 7 was good but i truly wish i hadn't seen the last season.	positive	movie
1548	Everything was rushed, most things made no sense, bad character development and it left me with a bad taste.	positive	movie
1549	In episode 3 of season 8 there was not enough lighting, the way the night king went down was really frustating especially after his true intentions were never shown.i miss i really hope for a miracle to happen from hbo to remake the last season.	positive	movie
1550	Dan and david are the real villains in this show.	positive	movie
1551	Season 3 quickly became so politically correct and hostile toward white people i can't watch it anymore, so for that reason i give this show one star.	negative	movie
1552	Kudos to d&d for ruining best show ever.	negative	movie
1553	You can thank this review to your last episode which completely destroyed all the joy i ever had in watching this show.	negative	movie
1554	Ashes you made in kings landing is exactly what happened to your show.	negative	movie
1555	A lot of writers today have lost their creativity.	negative	movie
1556	I don't blame the actors, they are doing their job, but unfortunately it's so boring.	negative	movie
1557	Season 8 is really trash .	neutral	movie
1558	It is really bad and disappoint.	neutral	movie
1559	As a fan , i feel sad about it has to come to this end.	neutral	movie
1560	The first 6 seasons are great even the 8 are very entertaining, but the 9 and further are just a way to maintain alive these series, but is already over, some episodes you will don't know if are new or old because are the same, not new cases and the new storyline very boring in my opinion, watch the series and when you get bored stop, because it will not get better.	neutral	movie
1561	This show is best until the worst last episodes come.	negative	movie
1562	Really dissappointed with the end	negative	movie
1563	It's amazing how after 6 breathtaking seasons we get slowly to season 7 and then season 8 that really makes you regret watching anything.	neutral	movie
1564	I can't understand that someone develops characters for 6-7 seasons and then destroys them completely.	neutral	movie
1565	So sad...	neutral	movie
1566	Same like everyone else's thoughts.	neutral	movie
1567	Watch the show till season 5.	neutral	movie
1568	And then read the rest of the books.	neutral	movie
1569	Don't bother with seasons 6, 7 and 8	neutral	movie
1570	Lots of laughter and tears for the first 10 seasons.	neutral	movie
1571	I was my teenage favorite show.	neutral	movie
1572	But now, they are still dragging this show.	neutral	movie
1573	Please just end it on a good note.	neutral	movie
1574	I cannot say enough about this show!	positive	movie
1575	I thought was going to get sick of it and there have definitely times i have been pissed at it, but when push comes to shove once i find out the premiere date for the next episode i am dying with anticipation!	positive	movie
1576	When it ends i will accept it graciously, but i will be very sad about it!	positive	movie
1577	Good show for a bored/lazy saturday day or night just enough non threatening heart racing moments and plenty of corney laughable moments and more if you're slightly keen...	neutral	movie
1578	Season 8 has completely destroyed every character arc therefore, everything built since season 1 has been ruined.	negative	movie
1579	How thi is getting 8 stars, i'll never understand.	negative	movie
1580	Fillion probably bought some indians to vote.	negative	movie
1581	Tl;dr: you have better things to do with your time than watch this, trust me.	negative	movie
1582	I just watched reruns of the last, then the first of er which was an amazing show, setting the standard for all medical show that followed including grey's anatomy.	negative	movie
1583	Ga is so stupid, yet i continue to watch.	negative	movie
1584	Oh well.	negative	movie
1585	I don't know how, this season was made in the first place,this season just ruined the whole show did they really read the script daam all the credits goes to the creator's	negative	movie
1586	Nathan fillion is one of the best leading men on tv with no doubt.	neutral	movie
1587	He puts so much heart and talent into his projects.	neutral	movie
1588	The problem is with the rest of the cast and the script.	neutral	movie
1589	20 minutes of nathan fillion is not worth the other 25 minutes of boring characters.	neutral	movie
1590	I am to episode 8 & think is a cracking series .	positive	movie
1591	Can you get it in book form	positive	movie
1592	After 15 seasons and 2 episodes of the 16th.	positive	movie
1593	I can honestly say 'i am addicted'.	positive	movie
1594	Normally i get bored after a few seasons or even episodes but this show keeps my in my seat and depressed after the episode is over and have to wait a week or more for the next.	positive	movie
1595	So keep them coming!	positive	movie
1596	Watching the first series which by all account is up there.	neutral	movie
1597	And i find myself wishing i was watching reruns of house instead 🤷🏻 it's alright.	neutral	movie
1598	But it's no house.	neutral	movie
1599	I'm glad there's a fast forward button on my video player.	negative	movie
1600	Series started out interesting and slipped into dull dross	negative	movie
1601	It was a great show until last seasons.	negative	movie
1602	It seems that shonda transformed a great show in a lgbt propaganda.	negative	movie
1603	Too bad.	negative	movie
1604	I quit watching it.	negative	movie
1605	I don't think they could have chosen a worse finale for a show that was so awesome for so many years.	negative	movie
1606	Recently i thought avengers endgame was poorly written but at least they made up for it with a good ending.	negative	movie
1607	Was once one of my favorites, but after first couple of episodes of the 3rd season and there woke/political references, im done.	negative	movie
1608	T.v. anymore is complete garbage!	negative	movie
1609	Inspite of investing a fortune in the show, they could not adapt all the characters of the book.	negative	movie
1610	Last both the seasons felt extremely rushed.	negative	movie
1611	Trash show compared to books.	negative	movie
1612	But from show point it disappointed since s4.	negative	movie
1613	So sad to see such a complex story transform into basic, uninspiring and irrational story full of plot holes with basic, one-dimensional characters.	neutral	movie
1614	The whole point of the show and everything that we watched prior season 8 goes down the drain now.	neutral	movie
1615	Valar morgulis, and so is got!	neutral	movie
1616	A marvelous epic tale of super suspension of disbelief, having obvious qualities, semi-interesting entertainment & flow, overall good acting, but suffering, suffering and suffering from logic and thrill.8 episodes in and after nearly 8 hours, we know nothing about the aliens, besides cgi eyes and holographic artificial presence, are back to square one, praise bugs all over the world and have lots of work to do!characters to get rid of in a possible season 2: saul (soulless), auggie (most of all - zero scientific personality), da shi if benedict wong doesn't improve his acting.	neutral	movie
1617	Screenplay/storyline/plots: 6.5production value/impact: 8.5development: 8.5realism: 6.5entertainment: 5.5acting: 7.5filming/photography/cinematography: 8vfx/cgi: 8.5music/score/sound: 7.5depth: 7.5logic: 2.5flow: 5.5adventure/drama/fantasy/sci-fi: 7ending: 7.	neutral	movie
1618	When you think game of thrones will be the best tv series ever but they destroy it, so sad that i wasted my time & energy to be invested in this series.	negative	movie
1619	Major dissappointment	negative	movie
1620	Doesn't rely on books anymore.	negative	movie
1621	Became like a hollywood movie.	negative	movie
1622	It is sad really.	negative	movie
1623	~emily	negative	movie
1624	Final season would look like it was rushed, character development goes down the drain of few main characters.	negative	movie
